round_id,published_at,public_figure,panelist,outcome,playable
ko-66,2025-06-20T09:05:00-03:00,Alexandre Frota,Fernando de Barros e Silva,did_not_win,true
ko-66,2025-06-20T09:05:00-03:00,Alexandre Frota,Celso Rocha de Barros,winner,true
ko-66,2025-06-20T09:05:00-03:00,Alexandre Frota,Ana Clara Costa,did_not_win,true
ko-65,2025-06-27T09:52:00-03:00,Marcelo Bretas,Fernando de Barros e Silva,did_not_win,true
ko-65,2025-06-27T09:52:00-03:00,Marcelo Bretas,Celso Rocha de Barros,winner,true
ko-65,2025-06-27T09:52:00-03:00,Marcelo Bretas,Ana Clara Costa,did_not_win,true
ko-64,2025-07-04T10:55:00-03:00,Michel Temer,Fernando de Barros e Silva,did_not_win,true
ko-64,2025-07-04T10:55:00-03:00,Michel Temer,Celso Rocha de Barros,did_not_win,true
ko-64,2025-07-04T10:55:00-03:00,Michel Temer,Ana Clara Costa,winner,true
ko-63,2025-07-11T10:18:00-03:00,Nelson Jobim,Fernando de Barros e Silva,did_not_win,true
ko-63,2025-07-11T10:18:00-03:00,Nelson Jobim,Celso Rocha de Barros,winner,true
ko-63,2025-07-11T10:18:00-03:00,Nelson Jobim,Ana Clara Costa,did_not_win,true
ko-63,2025-07-11T10:18:00-03:00,Nelson Jobim,João Batista Júnior,did_not_win,true
ko-62,2025-07-18T10:08:00-03:00,Eduardo Cunha,Fernando de Barros e Silva,did_not_win,true
ko-62,2025-07-18T10:08:00-03:00,Eduardo Cunha,Celso Rocha de Barros,did_not_win,true
ko-62,2025-07-18T10:08:00-03:00,Eduardo Cunha,Ana Clara Costa,winner,true
ko-61,2025-07-25T13:45:00-03:00,Magno Malta,Fernando de Barros e Silva,did_not_win,true
ko-61,2025-07-25T13:45:00-03:00,Magno Malta,Celso Rocha de Barros,winner,true
ko-61,2025-07-25T13:45:00-03:00,Magno Malta,Ana Clara Costa,did_not_win,true
ko-60,2025-08-01T09:28:00-03:00,Sostenes Cavalcante,Fernando de Barros e Silva,did_not_win,true
ko-60,2025-08-01T09:28:00-03:00,Sostenes Cavalcante,Celso Rocha de Barros,did_not_win,true
ko-60,2025-08-01T09:28:00-03:00,Sostenes Cavalcante,Ana Clara Costa,winner,true
ko-59,2025-08-08T09:50:00-03:00,Guilherme Boulos,Fernando de Barros e Silva,did_not_win,true
ko-59,2025-08-08T09:50:00-03:00,Guilherme Boulos,Celso Rocha de Barros,winner,true
ko-59,2025-08-08T09:50:00-03:00,Guilherme Boulos,Ana Clara Costa,did_not_win,true
ko-58,2025-08-15T10:03:00-03:00,Damares Alves,Fernando de Barros e Silva,did_not_win,false
ko-58,2025-08-15T10:03:00-03:00,Damares Alves,Celso Rocha de Barros,did_not_win,false
ko-58,2025-08-15T10:03:00-03:00,Damares Alves,Ana Clara Costa,did_not_win,false
ko-57,2025-08-23T12:31:00-03:00,Ratinho Júnior,Fernando de Barros e Silva,did_not_win,true
ko-57,2025-08-23T12:31:00-03:00,Ratinho Júnior,Celso Rocha de Barros,winner,true
ko-57,2025-08-23T12:31:00-03:00,Ratinho Júnior,Marina Dias,did_not_win,true
ko-57,2025-08-23T12:31:00-03:00,Ratinho Júnior,Bernardo Esteves,did_not_win,true
ko-56,2025-08-29T09:33:00-03:00,Cláudio Castro,Fernando de Barros e Silva,did_not_win,true
ko-56,2025-08-29T09:33:00-03:00,Cláudio Castro,Celso Rocha de Barros,did_not_win,true
ko-56,2025-08-29T09:33:00-03:00,Cláudio Castro,Ana Clara Costa,winner,true
ko-55,2025-09-05T10:21:00-03:00,Cristiane Brasil,Fernando de Barros e Silva,did_not_win,true
ko-55,2025-09-05T10:21:00-03:00,Cristiane Brasil,Celso Rocha de Barros,did_not_win,true
ko-55,2025-09-05T10:21:00-03:00,Cristiane Brasil,Ana Clara Costa,winner,true
ko-53,2025-09-12T10:15:00-03:00,Hélio Lopes,Fernando de Barros e Silva,did_not_win,false
ko-53,2025-09-12T10:15:00-03:00,Hélio Lopes,Ana Clara Costa,did_not_win,false
ko-53,2025-09-12T10:15:00-03:00,Hélio Lopes,Celso Rocha de Barros,did_not_win,false
ko-52,2025-09-19T09:36:00-03:00,Roberto Justus,Fernando de Barros e Silva,did_not_win,false
ko-52,2025-09-19T09:36:00-03:00,Roberto Justus,Celso Rocha de Barros,did_not_win,false
ko-52,2025-09-19T09:36:00-03:00,Roberto Justus,Ana Clara Costa,did_not_win,false
ko-52,2025-09-19T09:36:00-03:00,Roberto Justus,João Batista Júnior,did_not_win,false
ko-51,2025-09-26T09:50:00-03:00,Marcos Pereira,Fernando de Barros e Silva,did_not_win,true
ko-51,2025-09-26T09:50:00-03:00,Marcos Pereira,Ana Clara Costa,did_not_win,true
ko-51,2025-09-26T09:50:00-03:00,Marcos Pereira,Celso Rocha de Barros,winner,true
ko-50,2025-10-03T09:46:00-03:00,Júlia Zanatta,Fernando de Barros e Silva,did_not_win,true
ko-50,2025-10-03T09:46:00-03:00,Júlia Zanatta,Ana Clara Costa,winner,true
ko-50,2025-10-03T09:46:00-03:00,Júlia Zanatta,Celso Rocha de Barros,did_not_win,true
ko-49,2025-10-10T09:57:00-03:00,Fabiano Contarato,Fernando de Barros e Silva,did_not_win,false
ko-49,2025-10-10T09:57:00-03:00,Fabiano Contarato,Ana Clara Costa,did_not_win,false
ko-49,2025-10-10T09:57:00-03:00,Fabiano Contarato,Celso Rocha de Barros,did_not_win,false
ko-48,2025-10-17T10:43:00-03:00,Ricardo Nunes,Fernando de Barros e Silva,did_not_win,true
ko-48,2025-10-17T10:43:00-03:00,Ricardo Nunes,Celso Rocha de Barros,did_not_win,true
ko-48,2025-10-17T10:43:00-03:00,Ricardo Nunes,Ana Clara Costa,winner,true
ko-47,2025-10-24T10:13:00-03:00,Rogério Corrêa,Fernando de Barros e Silva,did_not_win,false
ko-47,2025-10-24T10:13:00-03:00,Rogério Corrêa,Ana Clara Costa,did_not_win,false
ko-47,2025-10-24T10:13:00-03:00,Rogério Corrêa,Celso Rocha de Barros,did_not_win,false
ko-47,2025-10-24T10:13:00-03:00,Rogério Corrêa,Bernardo Esteves,did_not_win,false
ko-46,2025-10-31T09:40:00-03:00,Paulo Gonê,Fernando de Barros e Silva,did_not_win,true
ko-46,2025-10-31T09:40:00-03:00,Paulo Gonê,Ana Clara Costa,did_not_win,true
ko-46,2025-10-31T09:40:00-03:00,Paulo Gonê,Celso Rocha de Barros,winner,true
ko-45,2025-11-07T10:43:00-03:00,Marcos Duval,Fernando de Barros e Silva,did_not_win,false
ko-45,2025-11-07T10:43:00-03:00,Marcos Duval,Ana Clara Costa,did_not_win,false
ko-45,2025-11-07T10:43:00-03:00,Marcos Duval,Celso Rocha de Barros,did_not_win,false
ko-45,2025-11-07T10:43:00-03:00,Marcos Duval,Bernardo Esteves,did_not_win,false
ko-43,2025-11-25T15:44:00-03:00,Sérgio Moro,Fernando de Barros e Silva,winner,true
ko-43,2025-11-25T15:44:00-03:00,Sérgio Moro,Ana Clara Costa,did_not_win,true
ko-43,2025-11-25T15:44:00-03:00,Sérgio Moro,Celso Rocha de Barros,did_not_win,true
ko-43,2025-11-25T15:44:00-03:00,Sérgio Moro,Bernardo Esteves,did_not_win,true
ko-44,2025-11-25T15:44:00-03:00,Sérgio Moro,Fernando de Barros e Silva,did_not_win,true
ko-44,2025-11-25T15:44:00-03:00,Sérgio Moro,Ana Clara Costa,winner,true
ko-44,2025-11-25T15:44:00-03:00,Sérgio Moro,Celso Rocha de Barros,did_not_win,true
ko-44,2025-11-25T15:44:00-03:00,Sérgio Moro,Bernardo Esteves,did_not_win,true
ko-42,2025-11-28T09:43:00-03:00,Renan Santos,Fernando de Barros e Silva,did_not_win,true
ko-42,2025-11-28T09:43:00-03:00,Renan Santos,Ana Clara Costa,did_not_win,true
ko-42,2025-11-28T09:43:00-03:00,Renan Santos,Celso Rocha de Barros,winner,true
ko-41,2025-12-05T10:04:00-03:00,Guilherme Derriti,Fernando de Barros e Silva,did_not_win,true
ko-41,2025-12-05T10:04:00-03:00,Guilherme Derriti,Ana Clara Costa,did_not_win,true
ko-41,2025-12-05T10:04:00-03:00,Guilherme Derriti,Celso Rocha de Barros,winner,true
ko-40,2025-12-12T09:42:00-03:00,Wilson Witzel,Fernando de Barros e Silva,did_not_win,true
ko-40,2025-12-12T09:42:00-03:00,Wilson Witzel,Ana Clara Costa,did_not_win,true
ko-40,2025-12-12T09:42:00-03:00,Wilson Witzel,Celso Rocha de Barros,winner,true
ko-39,2025-12-19T09:40:00-03:00,Júlio Lopes,Fernando de Barros e Silva,did_not_win,false
ko-39,2025-12-19T09:40:00-03:00,Júlio Lopes,Ana Clara Costa,did_not_win,false
ko-39,2025-12-19T09:40:00-03:00,Júlio Lopes,Celso Rocha de Barros,did_not_win,false
ko-37,2026-01-09T09:07:00-03:00,Gustavo Gayer,Fernando de Barros e Silva,did_not_win,false
ko-37,2026-01-09T09:07:00-03:00,Gustavo Gayer,Ana Clara Costa,did_not_win,false
ko-37,2026-01-09T09:07:00-03:00,Gustavo Gayer,Celso Rocha de Barros,did_not_win,false
ko-36,2026-01-16T09:08:00-03:00,Eduardo Girão,Fernando de Barros e Silva,did_not_win,false
ko-36,2026-01-16T09:08:00-03:00,Eduardo Girão,Ana Clara Costa,did_not_win,false
ko-36,2026-01-16T09:08:00-03:00,Eduardo Girão,Celso Rocha de Barros,did_not_win,false
ko-35,2026-01-23T09:46:00-03:00,Onyx Lorenzoni,Fernando de Barros e Silva,did_not_win,false
ko-35,2026-01-23T09:46:00-03:00,Onyx Lorenzoni,Ana Clara Costa,did_not_win,false
ko-35,2026-01-23T09:46:00-03:00,Onyx Lorenzoni,Celso Rocha de Barros,did_not_win,false
ko-34,2026-01-30T09:23:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-34,2026-01-30T09:23:00-03:00,,Ana Clara Costa,did_not_win,false
ko-34,2026-01-30T09:23:00-03:00,,Celso Rocha de Barros,did_not_win,false
ko-33,2026-02-06T10:36:00-03:00,Janaína Paschoal,Fernando de Barros e Silva,did_not_win,true
ko-33,2026-02-06T10:36:00-03:00,Janaína Paschoal,Ana Clara Costa,did_not_win,true
ko-33,2026-02-06T10:36:00-03:00,Janaína Paschoal,Celso Rocha de Barros,winner,true
ko-32,2026-02-13T10:37:00-03:00,Ciro Gomes,Fernando de Barros e Silva,winner,true
ko-32,2026-02-13T10:37:00-03:00,Ciro Gomes,Ana Clara Costa,did_not_win,true
ko-32,2026-02-13T10:37:00-03:00,Ciro Gomes,Celso Rocha de Barros,did_not_win,true
ko-31,2026-02-20T09:42:00-03:00,André Esteves,Fernando de Barros e Silva,did_not_win,true
ko-31,2026-02-20T09:42:00-03:00,André Esteves,Ana Clara Costa,winner,true
ko-31,2026-02-20T09:42:00-03:00,André Esteves,Celso Rocha de Barros,did_not_win,true
ko-10,2026-03-03T14:38:00-03:00,José Roberto Arruda,Fernando de Barros e Silva,did_not_win,false
ko-10,2026-03-03T14:38:00-03:00,José Roberto Arruda,Ana Clara Costa,did_not_win,false
ko-10,2026-03-03T14:38:00-03:00,José Roberto Arruda,Celso Rocha de Barros,did_not_win,false
ko-9,2026-03-06T15:25:00-03:00,Romero Jucá,Fernando de Barros e Silva,did_not_win,false
ko-9,2026-03-06T15:25:00-03:00,Romero Jucá,Ana Clara Costa,did_not_win,false
ko-9,2026-03-06T15:25:00-03:00,Romero Jucá,Celso Rocha de Barros,did_not_win,false
ko-8,2026-03-13T09:30:00-03:00,Carlos Jordy,Fernando de Barros e Silva,did_not_win,true
ko-8,2026-03-13T09:30:00-03:00,Carlos Jordy,Ana Clara Costa,did_not_win,true
ko-8,2026-03-13T09:30:00-03:00,Carlos Jordy,Celso Rocha de Barros,winner,true
ko-7,2026-03-20T09:20:00-03:00,Ciro Nogueira,Fernando de Barros e Silva,winner,true
ko-7,2026-03-20T09:20:00-03:00,Ciro Nogueira,Ana Clara Costa,did_not_win,true
ko-7,2026-03-20T09:20:00-03:00,Ciro Nogueira,Celso Rocha de Barros,did_not_win,true
ko-6,2026-03-27T10:21:00-03:00,Paulo Skaff,Fernando de Barros e Silva,did_not_win,true
ko-6,2026-03-27T10:21:00-03:00,Paulo Skaff,Ana Clara Costa,winner,true
ko-6,2026-03-27T10:21:00-03:00,Paulo Skaff,Celso Rocha de Barros,did_not_win,true
ko-5,2026-04-03T09:27:00-03:00,Alexandre Ramagem,Fernando de Barros e Silva,did_not_win,false
ko-5,2026-04-03T09:27:00-03:00,Alexandre Ramagem,Ana Clara Costa,did_not_win,false
ko-5,2026-04-03T09:27:00-03:00,Alexandre Ramagem,Celso Rocha de Barros,did_not_win,false
ko-4,2026-04-10T10:04:00-03:00,Arthur do Val,Fernando de Barros e Silva,did_not_win,true
ko-4,2026-04-10T10:04:00-03:00,Arthur do Val,Celso Rocha de Barros,winner,true
ko-4,2026-04-10T10:04:00-03:00,Arthur do Val,Ana Clara Costa,did_not_win,true
ko-3,2026-04-17T10:07:00-03:00,Pablo Marçal,Fernando de Barros e Silva,winner,true
ko-3,2026-04-17T10:07:00-03:00,Pablo Marçal,Ana Clara Costa,did_not_win,true
ko-3,2026-04-17T10:07:00-03:00,Pablo Marçal,Celso Rocha de Barros,did_not_win,true
ko-2,2026-04-24T10:17:00-03:00,Aécio Neves,Fernando de Barros e Silva,did_not_win,true
ko-2,2026-04-24T10:17:00-03:00,Aécio Neves,Ana Clara Costa,winner,true
ko-2,2026-04-24T10:17:00-03:00,Aécio Neves,Celso Rocha de Barros,did_not_win,true
ko-1,2026-05-01T10:37:00-03:00,Otoni de Paula,Fernando de Barros e Silva,did_not_win,true
ko-1,2026-05-01T10:37:00-03:00,Otoni de Paula,Ana Clara Costa,did_not_win,true
ko-1,2026-05-01T10:37:00-03:00,Otoni de Paula,Celso Rocha de Barros,winner,true
ko-1578,2026-05-08T10:20:00-03:00,Augusto Cury,Fernando de Barros e Silva,did_not_win,false
ko-1578,2026-05-08T10:20:00-03:00,Augusto Cury,Ana Clara Costa,did_not_win,false
ko-1578,2026-05-08T10:20:00-03:00,Augusto Cury,Celso Rocha de Barros,did_not_win,false
ko-2098,2026-05-15T09:30:00-03:00,Álvaro Dias,Fernando de Barros e Silva,winner,true
ko-2098,2026-05-15T09:30:00-03:00,Álvaro Dias,Ana Clara Costa,did_not_win,true
ko-2098,2026-05-15T09:30:00-03:00,Álvaro Dias,Celso Rocha de Barros,did_not_win,true
ko-2619,2026-05-22T09:57:00-03:00,Cabo Gilberto Silva,Fernando de Barros e Silva,did_not_win,false
ko-2619,2026-05-22T09:57:00-03:00,Cabo Gilberto Silva,Ana Clara Costa,did_not_win,false
ko-2619,2026-05-22T09:57:00-03:00,Cabo Gilberto Silva,Celso Rocha de Barros,did_not_win,false
ko-3144,2026-05-29T09:27:00-03:00,Rodrigo Garcia,Fernando de Barros e Silva,did_not_win,false
ko-3144,2026-05-29T09:27:00-03:00,Rodrigo Garcia,Ana Clara Costa,did_not_win,false
ko-3144,2026-05-29T09:27:00-03:00,Rodrigo Garcia,Celso Rocha de Barros,did_not_win,false
ko-3143,2026-06-05T09:51:00-03:00,Marco Feliciano,Ana Clara Costa,did_not_win,false
ko-3143,2026-06-05T09:51:00-03:00,Marco Feliciano,Celso Rocha de Barros,did_not_win,false
ko-3143,2026-06-05T09:51:00-03:00,Marco Feliciano,João Batista Júnior,did_not_win,false
ko-3141,2026-06-18T16:23:00-03:00,Alexandre Kalil,Ana Clara Costa,did_not_win,false
ko-3141,2026-06-18T16:23:00-03:00,Alexandre Kalil,Celso Rocha de Barros,did_not_win,false
ko-3141,2026-06-18T16:23:00-03:00,Alexandre Kalil,João Batista Júnior,did_not_win,false
ko-3669,2026-06-19T13:58:00-03:00,Ricardo Salles,Ana Clara Costa,winner,true
ko-3669,2026-06-19T13:58:00-03:00,Ricardo Salles,Celso Rocha de Barros,did_not_win,true
ko-3669,2026-06-19T13:58:00-03:00,Ricardo Salles,João Batista Júnior,did_not_win,true
ko-3668,2026-06-26T09:32:00-03:00,Aldo Rebelo,Fernando de Barros e Silva,did_not_win,true
ko-3668,2026-06-26T09:32:00-03:00,Aldo Rebelo,Ana Clara Costa,winner,true
ko-3668,2026-06-26T09:32:00-03:00,Aldo Rebelo,Celso Rocha de Barros,did_not_win,true
ko-3667,2026-07-03T10:05:00-03:00,Bia Kicis,Fernando de Barros e Silva,did_not_win,true
ko-3667,2026-07-03T10:05:00-03:00,Bia Kicis,Ana Clara Costa,did_not_win,true
ko-3667,2026-07-03T10:05:00-03:00,Bia Kicis,Celso Rocha de Barros,winner,true
ko-4197,2026-07-10T09:51:00-03:00,Júlia Zanatta,Fernando de Barros e Silva,did_not_win,false
ko-4197,2026-07-10T09:51:00-03:00,Júlia Zanatta,Ana Clara Costa,did_not_win,false
ko-4197,2026-07-10T09:51:00-03:00,Júlia Zanatta,Celso Rocha de Barros,did_not_win,false
ko-4196,2026-07-17T09:30:00-03:00,Esperidião Amin,Fernando de Barros e Silva,did_not_win,true
ko-4196,2026-07-17T09:30:00-03:00,Esperidião Amin,Ana Clara Costa,did_not_win,true
ko-4196,2026-07-17T09:30:00-03:00,Esperidião Amin,Celso Rocha de Barros,winner,true
ko-4727,2026-07-24T09:35:00-03:00,Eduardo Girão,Fernando de Barros e Silva,did_not_win,true
ko-4727,2026-07-24T09:35:00-03:00,Eduardo Girão,Ana Clara Costa,did_not_win,true
ko-4727,2026-07-24T09:35:00-03:00,Eduardo Girão,Celso Rocha de Barros,winner,true
ko-5259,2026-07-31T16:57:00-03:00,Deltan Dallagnol,Fernando de Barros e Silva,did_not_win,true
ko-5259,2026-07-31T16:57:00-03:00,Deltan Dallagnol,Ana Clara Costa,did_not_win,true
ko-5259,2026-07-31T16:57:00-03:00,Deltan Dallagnol,Celso Rocha de Barros,winner,true
ko-5793,2026-08-07T09:56:00-03:00,Franklin Martins,Fernando de Barros e Silva,did_not_win,false
ko-5793,2026-08-07T09:56:00-03:00,Franklin Martins,Ana Clara Costa,did_not_win,false
ko-5793,2026-08-07T09:56:00-03:00,Franklin Martins,Celso Rocha de Barros,did_not_win,false
